Aphrika	Africa
Santa Rosa (Kuri marka)	Santa Rosa (Ecuador)
Rakikuq rimay	Lingua isolante
Katiguriya:Qillqaq (Nikarawa)	Categoria:Scrittori nicaraguensi
Katiguriya:Qillqaq (Duminikana)	Categoria:Scrittori dominicani
Katiguriya:Suyu (Indya)	Categoria:Stati e territori dell'India
Katiguriya:Distritu (Purtugal)	Categoria:Distretti del Portogallo
Katiguriya:Llaqta (Katalunya)	Categoria:Comuni della comunità della Catalogna
Katiguriya:Techno	Categoria:Techno
Katiguriya:Trance	Categoria:Trance
Katiguriya:Valparaíso suyu	Categoria:Regione di Valparaíso
Katiguriya:Antofagasta suyu	Categoria:Regione di Antofagasta
Katiguriya:Umalliq (Rumanya)	Categoria:Presidenti della Romania
Katiguriya:Mama llaqta parki (Alimanya)	Categoria:Parchi nazionali della Germania
Katiguriya:Musika (Chiksuyu)	Categoria:Musica in Repubblica Ceca
Katiguriya:Musika (Kulumbya)	Categoria:Musica in Colombia
Katiguriya:Musika (Mishiku)	Categoria:Musica in Messico
Katiguriya:Buliwyapi antanka pampa	Categoria:Aeroporti della Bolivia
Katiguriya:Chilipi antanka pampa	Categoria:Aeroporti del Cile
Katiguriya:Piruwpi antanka pampa	Categoria:Aeroporti del Perù
Katiguriya:Lima	Categoria:Lima
Plantilla:UGA	Template:UGA
Plantilla:UZB	Template:UZB
Katiguriya:Bisiklita yallinakuy	Categoria:Ciclismo
Katiguriya:Allpamanta yachaykuna (Maine)	Categoria:Geografia del Maine
Katiguriya:Partidu (Buliwya)	Categoria:Partiti politici boliviani
Katiguriya:Partidu (Piruw)	Categoria:Partiti politici peruviani
Katiguriya:Partidu (Burinkin)	Categoria:Partiti politici portoricani
Katiguriya:Piluta hayt'ay klubkuna (Brasil)	Categoria:Società calcistiche brasiliane
Katiguriya:Piluta hayt'ay klubkuna (Purtugal)	Categoria:Società calcistiche portoghesi
Katiguriya:Pulitiku rakiy (Kustarika)	Categoria:Suddivisioni della Costa Rica
Katiguriya:Makiyasiy (Piruw)	Categoria:Pallavolo in Perù
Katiguriya:Makiyasiy (Kuba)	Categoria:Pallavolo a Cuba
Katiguriya:Makiyasiq (Piruw)	Categoria:Pallavolisti peruviani
Katiguriya:Umalliq (Sirya)	Categoria:Presidenti della Siria
Katiguriya:Umalliq (Kustarika)	Categoria:Presidenti della Costa Rica
Chunwa (sut'ichana)	China
Katiguriya:Fransiskanu	Categoria:Francescani
Katiguriya:Llaqta (Galisya)	Categoria:Comuni della comunità della Galizia
Katiguriya:Llimphiy (Mama llaqta)	Categoria:Pittura per nazione
Katiguriya:Piluta hayt'aq (Cruz Azul)	Categoria:Calciatori del C.D.S.C. Cruz Azul
Katiguriya:Pruwinsya (Kustarika)	Categoria:Province della Costa Rica
Katiguriya:Taripay amachaq (Ransiya)	Categoria:Avvocati francesi
Katiguriya:Piluta hayt'aq (Sporting Cristal)	Categoria:Calciatori del Club Sporting Cristal
Waylla	Prato (agricoltura)
Punku p'anqa: Yupay yachay	Portale:Matematica
Katiguriya:Kiti (Ikwadur)	Categoria:Cantoni dell'Ecuador
Katiguriya:Zamora Chinchipi marka	Categoria:Provincia di Zamora-Chinchipe
Trojany	Trojany
Katiguriya:Hawa ministru (Piruw)	Categoria:Ministri degli Esteri della Repubblica Peruviana
Katiguriya:Yachachiy ministru (Piruw)	Categoria:Ministri dell'Istruzione della Repubblica Peruviana
Katiguriya:Kusituy (Piruw)	Categoria:Gruppi musicali peruviani
Katiguriya:Marka (Ikwadur)	Categoria:Province dell'Ecuador
Katiguriya:Umalliq (Sinigal)	Categoria:Presidenti del Senegal
Katiguriya:Buliwyapi amachasqa sallqa suyukuna	Categoria:Aree naturali protette della Bolivia
Katiguriya:Takiq (Piruw)	Categoria:Cantanti peruviani
Katiguriya:Ariqipa llaqtapi paqarisqa	Categoria:Persone legate ad Arequipa
Katiguriya:Walla (Piruw)	Categoria:Gruppi montuosi del Perù
Katiguriya:O'Higgins suyu	Categoria:Regione del Libertador General Bernardo O'Higgins
Katiguriya:Umalliq (Chad)	Categoria:Presidenti del Ciad
Katiguriya:Umalliq (Yiwuti)	Categoria:Presidenti della Repubblica di Gibuti
Katiguriya:Umalliq (Sambya)	Categoria:Presidenti dello Zambia
Katiguriya:Umalliq (Malawi)	Categoria:Presidenti del Malawi
Katiguriya:Umalliq (Ithiyupya)	Categoria:Presidenti dell'Etiopia
Katiguriya:Uma kamayuq (Yiwuti)	Categoria:Primi ministri del Gibuti
Katiguriya:Uma kamayuq (Namiwya)	Categoria:Primi ministri della Namibia
Katiguriya:Uma kamayuq (Tugu)	Categoria:Primi ministri del Togo
Katiguriya:Pruwinsya (Buliwya)	Categoria:Province della Bolivia
Katiguriya:Takichaq	Categoria:Compositori
Katiguriya:Gothic	Categoria:Gothic rock
Katiguriya:Qhapaq (Ithiyupya)	Categoria:Imperatori d'Etiopia
Katiguriya:Mama llaqta (Asya)	Categoria:Stati dell'Asia
Katiguriya:Mama llaqta (Awya Yala)	Categoria:Stati dell'America
Katiguriya:Walla (Buliwya)	Categoria:Gruppi montuosi della Bolivia
Katiguriya:Kapchiq (Italya)	Categoria:Artisti italiani
Plantilla:SLV	Template:SLV
Plantilla:SJM	Template:SJM
Plantilla:RWA	Template:RWA
Plantilla:REU	Template:REU
Plantilla:MLT	Template:MLT
Plantilla:KEN	Template:KEN
Plantilla:JAM	Template:JAM
Punku p'anqa: Llaqta pusay	Portale:Politica
Plantilla:HND	Template:HND
Plantilla:CXR	Template:CXR
Katiguriya:Makiyasiy (Chunwa)	Categoria:Pallavolo in Cina
Katiguriya:24 ñiqin pachakwata kñ	Categoria:XXIV secolo a.C.
Katiguriya:29 ñiqin pachakwata kñ	Categoria:XXIX secolo a.C.
Katiguriya:30 ñiqin pachakwata kñ	Categoria:XXX secolo a.C.
Katiguriya:32 ñiqin pachakwata kñ	Categoria:XXXII secolo a.C.
Katiguriya:33 ñiqin pachakwata kñ	Categoria:XXXIII secolo a.C.
Katiguriya:34 ñiqin pachakwata kñ	Categoria:XXXIV secolo a.C.
Katiguriya:35 ñiqin pachakwata kñ	Categoria:XXXV secolo a.C.
Katiguriya:36 ñiqin pachakwata kñ	Categoria:XXXVI secolo a.C.
Katiguriya:37 ñiqin pachakwata kñ	Categoria:XXXVII secolo a.C.
Katiguriya:38 ñiqin pachakwata kñ	Categoria:XXXVIII secolo a.C.
Katiguriya:39 ñiqin pachakwata kñ	Categoria:XXXIX secolo a.C.
Katiguriya:40 ñiqin pachakwata kñ	Categoria:XL secolo a.C.
Punku p'anqa: Allpa llamk'ay	Portale:Agricoltura
Katiguriya:Piluta hayt'aq (ACF Fiorentina)	Categoria:Calciatori dell'ACF Fiorentina
Katiguriya:Veneto	Categoria:Veneto
Katiguriya:Alianza Lima	Categoria:Club Alianza Lima
Katiguriya:Kiwicha yura rikch'aq ayllu	Categoria:Amaranthaceae
Katiguriya:Anqash suyu	Categoria:Regione di Ancash
Katiguriya:Mawk'a llaqta (Mishiku)	Categoria:Siti archeologici del Messico
Katiguriya:Raqacha yura rikch'aq ayllu	Categoria:Apiaceae
Katiguriya:Apurimaq suyu	Categoria:Regione di Apurímac
Katiguriya:Pakcha	Categoria:Aracnidi
Katiguriya:Arawak rimay	Categoria:Lingue arawak
Katiguriya:Mawk'a llaqta (Ikwadur)	Categoria:Siti archeologici dell'Ecuador
Katiguriya:Qhatamarka wamani	Categoria:Provincia di Catamarca
Katiguriya:Ariqipa	Categoria:Arequipa
Katiguriya:Taripay amachaq (Arhintina)	Categoria:Avvocati argentini
Katiguriya:Llimphiq (Arhintina)	Categoria:Pittori argentini
Katiguriya:Yupa hap'ichiy	Categoria:Aritmetica
Katiguriya:Umalliq (Yaman)	Categoria:Presidenti dello Yemen
Katiguriya:Yawarch'unqa yura rikch'aq ayllu	Categoria:Onagraceae
Katiguriya:Tuqti yura rikch'aq ayllu	Categoria:Juglandaceae
Katiguriya:Ayamaych'a yura rikch'aq ayllu	Categoria:Orobanchaceae
Katiguriya:Ruq'i yura rikch'aq ayllu	Categoria:Rhamnaceae
Katiguriya:Kañamu yura rikch'aq ayllu	Categoria:Cannabaceae
Katiguriya:Wachanqa yura rikch'aq ayllu	Categoria:Euphorbiaceae
Katiguriya:Kisa yura rikch'aq ayllu	Categoria:Urticaceae
Katiguriya:Kiswar yura rikch'aq ayllu	Categoria:Scrophulariaceae
Katiguriya:Atakama suyu	Categoria:Regione di Atacama
Katiguriya:Ayakuchu suyu	Categoria:Regione di Ayacucho
Katiguriya:Asway marka	Categoria:Provincia di Azuay
Katiguriya:Chili-chili yura rikch'aq ayllu	Categoria:Geraniaceae
Katiguriya:Baltiku rimay	Categoria:Lingue baltiche
Katiguriya:Piluta hayt'aq (CA Banfield)	Categoria:Calciatori del C.A. Banfield
Katiguriya:Tiksicha k'allampa	Categoria:Basidiomycota
Katiguriya:Taripay amachaq (Bilhika)	Categoria:Avvocati belgi
Katiguriya:Beni suyu	Categoria:Dipartimento di Beni
Katiguriya:Waranway yura rikch'aq ayllu	Categoria:Bignoniaceae
Katiguriya:Kawsay yachaq	Categoria:Biologi
Katiguriya:Piluta hayt'aq (Boca Juniors)	Categoria:Calciatori del C.A. Boca Juniors
Katiguriya:Takichaq (Buliwya)	Categoria:Compositori boliviani
Katiguriya:Kusituy (Buliwya)	Categoria:Gruppi musicali boliviani
Katiguriya:Takiq (Buliwya)	Categoria:Cantanti boliviani
Katiguriya:Bolívar marka	Categoria:Provincia di Bolívar (Ecuador)
Katiguriya:Qipuncha yura rikch'aq ayllu	Categoria:Boraginaceae
Katiguriya:Qillqaq (Busna-Hirsiquwina)	Categoria:Scrittori bosniaci
Katiguriya:Piluta hayt'aq (Botafogo FR)	Categoria:Calciatori del Botafogo F.R.
Katiguriya:Ch'awar yura rikch'aq ayllu	Categoria:Bromeliaceae
Katiguriya:Kashamarka suyu	Categoria:Regione di Cajamarca
Katiguriya:Taripay amachaq (Kanada)	Categoria:Avvocati canadesi
Katiguriya:Kantun (Buliwya)	Categoria:Cantoni della Bolivia
Katiguriya:Karchi marka	Categoria:Provincia del Carchi
Katiguriya:Papaya yura rikch'aq ayllu	Categoria:Caricaceae
Katiguriya:Kañar marka	Categoria:Provincia di Cañar
Katiguriya:Chilu waqachiq	Categoria:Violoncellisti
Katiguriya:Chimpurasu marka	Categoria:Provincia del Chimborazo
Katiguriya:Taripay amachaq (Dansuyu)	Categoria:Avvocati danesi
Katiguriya:Inlisya (Buliwya)	Categoria:Chiese della Bolivia
Katiguriya:Inlisya (Turkiya)	Categoria:Chiese della Turchia
Katiguriya:Suyu (Watimala)	Categoria:Dipartimenti del Guatemala
Katiguriya:Ch'in pacha (Piruw)	Categoria:Deserti del Perù
Katiguriya:Distritu (Lima pruwinsya)	Categoria:Distretti di Lima
Katiguriya:Distritukuna (Madrid)	Categoria:Distretti di Madrid
Katiguriya:Distritu (Piruw)	Categoria:Distretti del Perù
Katiguriya:Distritu (Aqupampa pruwinsya)	Categoria:Distretti della provincia di Acobamba
Katiguriya:Distritu (Amarumayu suyu)	Categoria:Distretti di Amazonas
Katiguriya:Distritu (Anqash suyu)	Categoria:Distretti di Ancash
Katiguriya:Distritu (Apurimaq suyu)	Categoria:Distretti di Apurímac
Katiguriya:Distritu (Ariqipa suyu)	Categoria:Distretti di Arequipa
Katiguriya:Distritu (Ayakuchu suyu)	Categoria:Distretti di Ayacucho
Katiguriya:Piluta hayt'aq (Nacional Uruwayi)	Categoria:Calciatori del Club Nacional de Football
Katiguriya:Distritu (Qallaw pruwinsya)	Categoria:Distretti di Callao
Katiguriya:Distritu (Chuqlluqucha pruwinsya)	Categoria:Distretti di Castrovirreyna
Katiguriya:Distritu (Kañiti pruwinsya)	Categoria:Distretti della provincia di Cañete
Katiguriya:Distritu (Qusqu pruwinsya)	Categoria:Distretti di Cusco
Katiguriya:Distritu (Wanta pruwinsya)	Categoria:Distretti della provincia di Huanta
Katiguriya:Distritu (Waral pruwinsya)	Categoria:Distretti della provincia di Huaral
Katiguriya:Distritu (Wawra pruwinsya)	Categoria:Distretti della provincia di Huaura
Katiguriya:Distritu (Wanuku pruwinsya)	Categoria:Distretti della Provincia di Huánuco
Katiguriya:Distritu (Wanuku suyu)	Categoria:Distretti di Huánuco
Katiguriya:Distritu (Lawriqucha pruwinsya)	Categoria:Distretti della Provincia di Lauricocha
Katiguriya:Distritu (Pasqu pruwinsya)	Categoria:Distretti di Pasco
Katiguriya:Distritu (Rikuway pruwinsya)	Categoria:Distretti della Provincia di Recuay
Katiguriya:Distritu (Tarma pruwinsya)	Categoria:Distretti di Tarma
Katiguriya:Distritu (Ukayali suyu)	Categoria:Distretti di Ucayali
Katiguriya:Distritu (Victor Fajardo pruwinsya)	Categoria:Distretti della provincia di Víctor Fajardo
Katiguriya:Quchapampa suyu	Categoria:Dipartimento di Cochabamba
Katiguriya:Taripay amachaq (Duminikana)	Categoria:Avvocati dominicani
Katiguriya:Kapchiq (Kulumbya)	Categoria:Artisti colombiani
Katiguriya:Chilipi pacha kuyuy	Categoria:Terremoti in Cile
Katiguriya:Nihunpi pacha kuyuy	Categoria:Terremoti in Giappone
Katiguriya:Piruwpi pacha kuyuy	Categoria:Terremoti in Perù
Katiguriya:Taripay amachaq (Ikwadur)	Categoria:Avvocati ecuadoriani
Katiguriya:Takiq (Ikwadur)	Categoria:Cantanti ecuadoriani
Katiguriya:Qillqaq (Ikwadur)	Categoria:Scrittori ecuadoriani
Katiguriya:Kuri marka	Categoria:Provincia di El Oro
Katiguriya:Muyuriq pacha	Categoria:Ambiente
Katiguriya:Thumana yura rikch'aq ayllu	Categoria:Ericaceae
Katiguriya:Chachakuma yura rikch'aq ayllu	Categoria:Escalloniaceae
Katiguriya:Esmeraldas marka	Categoria:Provincia di Esmeraldas
Katiguriya:Pulitiku (Ithiyupya)	Categoria:Politici etiopi
Katiguriya:Kurku kallpanchaq (Ithiyupya)	Categoria:Sportivi etiopi
Katiguriya:Piluta hayt'aq (Schalke 04)	Categoria:Calciatori del F.C. Gelsenkirchen-Schalke 04
Katiguriya:Piluta Hayt'ay Pachantin Kupa	Categoria:Campionati mondiali di calcio
Machin	Cebus
Katiguriya:Flora (Iwrupa)	Categoria:Flora dell'Europa
Katiguriya:Flora (Urin Awya Yala)	Categoria:Flora dell'America meridionale
Katiguriya:Piluta hayt'ay klubkuna (Arhintina)	Categoria:Società calcistiche argentine
Katiguriya:Piluta hayt'ay klubkuna (Kulumbya)	Categoria:Società calcistiche colombiane
Katiguriya:Piluta hayt'ay klubkuna (Grisya)	Categoria:Società calcistiche greche
Katiguriya:Piluta hayt'ay klubkuna (Piruw)	Categoria:Società calcistiche peruviane
Katiguriya:Piluta hayt'ay klubkuna (Uruwayi)	Categoria:Società calcistiche uruguaiane
Katiguriya:Sach'a-sach'a	Categoria:Foreste
Katiguriya:Yawatisuyu	Categoria:Galápagos
Katiguriya:Phallcha yura rikch'aq ayllu	Categoria:Gentianaceae
Katiguriya:Allpamanta yachaykuna (Idaho)	Categoria:Geografia dell'Idaho
Katiguriya:Allpamanta yachaykuna (Montana)	Categoria:Geografia del Montana
Katiguriya:Allpamanta yachaykuna (Urin Awya Yala)	Categoria:Geografia dell'America meridionale
Katiguriya:Taripay amachaq (Alimanya)	Categoria:Avvocati tedeschi
Katiguriya:Germanu rimay	Categoria:Lingue germaniche
Katiguriya:Taripay amachaq (Grisya)	Categoria:Avvocati greci
Katiguriya:Llimphiq (Grisya)	Categoria:Pittori greci
Katiguriya:Wayas marka	Categoria:Provincia del Guayas
Katiguriya:Llat'an muruyuq	Categoria:Gimnosperme
Katiguriya:Piluta hayt'aq (Hamburger SV)	Categoria:Calciatori dello Hamburger S.V.
Katiguriya:Kusma qara	Categoria:Licheni
Katiguriya:Wankawillka suyu	Categoria:Regione di Huancavelica
Katiguriya:Wanuku suyu	Categoria:Regione di Huánuco
Katiguriya:Impapura marka	Categoria:Provincia dell'Imbabura
Katiguriya:Awya Yala rimay	Categoria:Lingue native americane
Katiguriya:Piluta hayt'aq (Inter Milano)	Categoria:Calciatori del F.C. Internazionale Milano
Katiguriya:Ilanda	Categoria:Irlanda
Katiguriya:Wat'a (Buliwya)	Categoria:Isole della Bolivia
Katiguriya:Wat'a (Inlatirra)	Categoria:Isole dell'Inghilterra
Katiguriya:Wat'a (Piruw)	Categoria:Isole del Perù
Katiguriya:Istanbul	Categoria:Istanbul
Katiguriya:Kapchiq (Shamayka)	Categoria:Artisti giamaicani
Katiguriya:Jujuy wamani	Categoria:Provincia di Jujuy
Katiguriya:Piluta hayt'aq (Juventus FC)	Categoria:Calciatori della Juventus F.C.
Katiguriya:Qispi kay suyu	Categoria:Regione di La Libertad
Katiguriya:Chuqiyapu suyu	Categoria:Dipartimento di La Paz (Bolivia)
Katiguriya:Qucha (Arhintina)	Categoria:Laghi dell'Argentina
Katiguriya:Qucha (Ilanda)	Categoria:Laghi dell'Irlanda
Katiguriya:Qucha (Iskusya)	Categoria:Laghi della Scozia
Katiguriya:Muña yura rikch'aq ayllu	Categoria:Lamiaceae
Punku p'anqa: Chaqllisinchi	Portale:Chimica
Katiguriya:Mayutata suyu	Categoria:Regione di Madre de Dios
Katiguriya:Magallanes Antartika suyu	Categoria:Regione di Magellano e dell'Antartide Cilena
Katiguriya:Lombardia	Categoria:Lombardia
Katiguriya:Mayukuna marka	Categoria:Provincia di Los Ríos
Katiguriya:Manawi marka	Categoria:Provincia di Manabí
Katiguriya:Mawlli suyu	Categoria:Regione del Maule
Katiguriya:Lima kurakan	Categoria:Sindaci di Lima
Katiguriya:Taripay amachaq (Mishiku)	Categoria:Avvocati messicani
Katiguriya:25 ñiqin pachakwata kñ	Categoria:XXV secolo a.C.
Katiguriya:27 ñiqin pachakwata kñ	Categoria:XXVII secolo a.C.
Katiguriya:28 ñiqin pachakwata kñ	Categoria:XXVIII secolo a.C.
Katiguriya:31 ñiqin pachakwata kñ	Categoria:XXXI secolo a.C.
Katiguriya:Piluta hayt'aq (Real Madrid)	Categoria:Calciatori del Real Madrid C.F.
Katiguriya:Munisipyu (Chuqichaka suyu)	Categoria:Comuni del dipartimento di Chuquisaca
Katiguriya:Munisipyu (Chuqiyapu suyu)	Categoria:Comuni del dipartimento di La Paz
Katiguriya:Munisipyu (Uru Uru suyu)	Categoria:Comuni del dipartimento di Oruro
Katiguriya:Munisipyu (Pando suyu)	Categoria:Comuni del dipartimento di Pando
Katiguriya:Munisipyu (P'utuqsi suyu)	Categoria:Comuni del dipartimento di Potosí
Katiguriya:Munisipyu (Santa Krus suyu)	Categoria:Comuni del dipartimento di Santa Cruz
Katiguriya:Sawintu yura rikch'aq ayllu	Categoria:Myrtaceae
Plantilla:Uyariy	Template:Multimedia
Katiguriya:Piluta hayt'aq (River Plate)	Categoria:Calciatori del C.A. River Plate
Katiguriya:Mayu (Allpa pacha)	Categoria:Fiumi per continente
Katiguriya:Mayu (Asya)	Categoria:Fiumi dell'Asia
Katiguriya:Mayu (Chinchay Awya Yala)	Categoria:Fiumi dell'America settentrionale
Katiguriya:Mayu (Usyanya)	Categoria:Fiumi dell'Oceania
Katiguriya:Mayu (Urin Awya Yala)	Categoria:Fiumi dell'America meridionale
Katiguriya:Mama llaqta parki (Chili)	Categoria:Parchi nazionali del Cile
Katiguriya:Mayu (Tibet)	Categoria:Fiumi del Tibet
Katiguriya:Piluta hayt'aq (SL Benfica)	Categoria:Calciatori dello S.L. Benfica
Katiguriya:Piluta hayt'aq (SS Lazio)	Categoria:Calciatori della S.S. Lazio
Katiguriya:Salta wamani	Categoria:Provincia di Salta
Katiguriya:Piluta hayt'aq (CA San Lorenzo)	Categoria:Calciatori del C.A. San Lorenzo de Almagro
Katiguriya:Santa Krus suyu	Categoria:Dipartimento di Santa Cruz
Katiguriya:Santa Elena marka	Categoria:Provincia di Santa Elena
Katiguriya:Santiago del Estero wamani	Categoria:Provincia di Santiago del Estero
Katiguriya:Tsachila marka	Categoria:Provincia di Santo Domingo de los Tsáchilas
Katiguriya:Ch'uchu yura rikch'aq ayllu	Categoria:Sapindaceae
Katiguriya:Luqma yura rikch'aq ayllu	Categoria:Sapotaceae
Katiguriya:Pando suyu	Categoria:Dipartimento di Pando
Katiguriya:Piluta hayt'aq (Parma FC)	Categoria:Calciatori del Parma F.C.
Katiguriya:Barcelona llaqtapi paqarisqa runakuna	Categoria:Persone legate a Barcellona
Katiguriya:Kallaw llaqtapi paqarisqa runakuna	Categoria:Persone legate a Callao
Katiguriya:Qusqu llaqtapi paqarisqa	Categoria:Persone legate a Cuzco
Plantilla:MNG	Template:MNG
Katiguriya:Wasa tiwlliyuq	Categoria:Cordati
Katiguriya:Islaw rimay	Categoria:Lingue slave
Katiguriya:Llimphiq (Piruw)	Categoria:Pittori peruviani
Katiguriya:Kurku kallpanchaq (Piruw)	Categoria:Sportivi peruviani
Katiguriya:Pichincha marka	Categoria:Provincia del Pichincha
Katiguriya:Piwra suyu	Categoria:Regione di Piura
Katiguriya:Qantu yura rikch'aq ayllu	Categoria:Polemoniaceae
Katiguriya:Taripay amachaq (Urin Aphrika)	Categoria:Avvocati sudafricani
Plantilla:BEL	Template:BEL
Katiguriya:Kapchiq (Ispaña)	Categoria:Artisti spagnoli
Katiguriya:Taripay amachaq (Ispaña)	Categoria:Avvocati spagnoli
Katiguriya:Piluta hayt'aq (SC Internacional)	Categoria:Calciatori dello S.C. Internacional
Katiguriya:Kumunista	Categoria:Comunisti
Katiguriya:Umalliq (Albanya)	Categoria:Presidenti dell'Albania
Katiguriya:Umalliq (Brasil)	Categoria:Presidenti del Brasile
Katiguriya:Umalliq (Bulgarya)	Categoria:Presidenti della Bulgaria
Katiguriya:Umalliq (Kulumbya)	Categoria:Presidenti della Colombia
Katiguriya:Umalliq (Salwadur)	Categoria:Presidenti di El Salvador
Katiguriya:Umalliq (Istunya)	Categoria:Presidenti dell'Estonia
Katiguriya:Umalliq (Khiniya-Wisaw)	Categoria:Presidenti della Guinea-Bissau
Katiguriya:Umalliq (Alimanya)	Categoria:Presidenti della Repubblica Federale Tedesca
Katiguriya:Umalliq (Iraq)	Categoria:Presidenti dell'Iraq
Katiguriya:Umalliq (Mulduwa)	Categoria:Presidenti della Moldavia
Katiguriya:Umalliq (Namiwya)	Categoria:Presidenti della Namibia
Katiguriya:Umalliq (Duminikana)	Categoria:Presidenti della Repubblica Dominicana
Katiguriya:Umalliq (Grisya)	Categoria:Presidenti della Grecia
Katiguriya:Uma kamayuq (Dansuyu)	Categoria:Primi ministri della Danimarca
Katiguriya:Uma kamayuq (Isluwakya)	Categoria:Primi ministri della Slovacchia
Katiguriya:Umalliq (Niqirya)	Categoria:Presidenti della Nigeria
Katiguriya:Arhintinapi amachasqa sallqa suyukuna	Categoria:Aree naturali protette dell'Argentina
Katiguriya:Umalliq (Niqir)	Categoria:Presidenti del Niger
Katiguriya:Ikwadurpi amachasqa sallqa suyukuna	Categoria:Aree naturali protette dell'Ecuador
Katiguriya:Lista (Llaqtakuna)	Categoria:Liste di città
Katiguriya:Pruwinsya (Trentino Urin Tirul)	Categoria:Province del Trentino-Alto Adige
Katiguriya:Pruwinsya (Amarumayu suyu)	Categoria:Province di Amazonas
Katiguriya:Pruwinsya (Anqash suyu)	Categoria:Province di Ancash
Katiguriya:Pruwinsya (Ayakuchu suyu)	Categoria:Province di Ayacucho
Katiguriya:Pruwinsya (Kashamarka suyu)	Categoria:Province di Cajamarca
Katiguriya:Pruwinsya (Qusqu suyu)	Categoria:Province di Cusco
Katiguriya:Pruwinsya (Wanuku suyu)	Categoria:Province di Huánuco
Katiguriya:Pruwinsya (Ika suyu)	Categoria:Province di Ica
Katiguriya:Pruwinsya (Lampalliqi suyu)	Categoria:Province di Lambayeque
Katiguriya:Pruwinsya (Mayutata suyu)	Categoria:Province di Madre de Dios
Katiguriya:Pruwinsya (Muqiwa suyu)	Categoria:Province di Moquegua
Katiguriya:Pruwinsya (Pasqu suyu)	Categoria:Province di Pasco
Katiguriya:Pruwinsya (Punu suyu)	Categoria:Province di Puno
Katiguriya:Pruwinsya (Piwra suyu)	Categoria:Province di Piura
Katiguriya:Pruwinsya (Taqna suyu)	Categoria:Province di Tacna
Katiguriya:Pruwinsya (Tumpis suyu)	Categoria:Province di Tumbes
Katiguriya:Umalliq (Lituwa)	Categoria:Presidenti della Lituania
Katiguriya:Llaqta (Madrid suyu)	Categoria:Comuni della provincia di Madrid
Katiguriya:Hampikamayuq (Burinkin)	Categoria:Medici portoricani
Katiguriya:Kapchiq (Mishiku)	Categoria:Artisti messicani
Katiguriya:Umalliq (Musambik)	Categoria:Presidenti del Mozambico
Katiguriya:Umalliq (Binin)	Categoria:Presidenti del Benin
Katiguriya:Pulitika rakiy (Ikwadur)	Categoria:Suddivisioni dell'Ecuador
