Африк	Africa
Ангилал:Оросын биатлончид	Categoria:Biatleti russi
Ангилал:Оросын кинонууд	Categoria:Film russi
Ангилал:Оросын генералууд	Categoria:Generali russi
Ангилал:Органик хими	Categoria:Chimica organica
Ангилал:Оросын тагнуулчид	Categoria:Agenti segreti russi
Ангилал:Оросын волейболчид	Categoria:Pallavolisti russi
Ангилал:Бенфика багийн тоглогчид	Categoria:Calciatori dello S.L. Benfica
Ангилал:Лацио багийн тоглогчид	Categoria:Calciatori della S.S. Lazio
Ангилал:Австралазийн олимпийн хүрэл медальтнууд	Categoria:Australasiatici vincitori di medaglia di bronzo olimpica
Ангилал:Австрийн олимпийн хүрэл медальтнууд	Categoria:Austriaci vincitori di medaglia di bronzo olimpica
Ангилал:Беларусийн олимпийн хүрэл медальтнууд	Categoria:Bielorussi vincitori di medaglia di bronzo olimpica
Ангилал:Болгар улсыг төлөөлсөн олимпийн хүрэл медальтан	Categoria:Bulgari vincitori di medaglia di bronzo olimpica
Ангилал:Этиопын олимпийн хүрэл медальтнууд	Categoria:Etiopi vincitori di medaglia di bronzo olimpica
Ангилал:Францын олимпийн хүрэл медальтнууд	Categoria:Francesi vincitori di medaglia di bronzo olimpica
Ангилал:Грекийн олимпийн хүрэл медальтнууд	Categoria:Greci vincitori di medaglia di bronzo olimpica
Ангилал:Ямайкын олимпийн хүрэл медальтнууд	Categoria:Giamaicani vincitori di medaglia di bronzo olimpica
Ангилал:Латвийн олимпийн хүрэл медальтнууд	Categoria:Lettoni vincitori di medaglia di bronzo olimpica
Ангилал:Мароккогийн олимпийн хүрэл медальтнууд	Categoria:Marocchini vincitori di medaglia di bronzo olimpica
Ангилал:Шинэ Зеландын олимпийн хүрэл медальтнууд	Categoria:Neozelandesi vincitori di medaglia di bronzo olimpica
Ангилал:Норвегийн олимпийн хүрэл медальтнууд	Categoria:Norvegesi vincitori di medaglia di bronzo olimpica
Ангилал:Польшийн олимпийн хүрэл медальтнууд	Categoria:Polacchi vincitori di medaglia di bronzo olimpica
Ангилал:Румыны олимпийн хүрэл медальтнууд	Categoria:Rumeni vincitori di medaglia di bronzo olimpica
Ангилал:Шведийн олимпийн хүрэл медальтнууд	Categoria:Svedesi vincitori di medaglia di bronzo olimpica
Ангилал:Югославын олимпийн хүрэл медальтнууд	Categoria:Jugoslavi vincitori di medaglia di bronzo olimpica
Ангилал:Аргентины олимпийн аваргууд	Categoria:Argentini vincitori di medaglia d'oro olimpica
Ангилал:Финландын олимпийн аваргууд	Categoria:Finlandesi vincitori di medaglia d'oro olimpica
Ангилал:Францын олимпийн аваргууд	Categoria:Francesi vincitori di medaglia d'oro olimpica
Ангилал:Италийн олимпийн аваргууд	Categoria:Italiani vincitori di medaglia d'oro olimpica
Ангилал:Чехийн олимпийн аваргууд	Categoria:Cechi vincitori di medaglia d'oro olimpica
Ангилал:Австралазийн олимпийн медальтнууд	Categoria:Australasiatici vincitori di medaglia olimpica
Ангилал:Бельгийн олимпийн медальтнууд	Categoria:Belgi vincitori di medaglia olimpica
Ангилал:Канадын олимпийн медальтнууд	Categoria:Canadesi vincitori di medaglia olimpica
Ангилал:Кубын олимпийн медальтнууд	Categoria:Cubani vincitori di medaglia olimpica
Ангилал:Чехословакийн олимпийн медальтнууд	Categoria:Cecoslovacchi vincitori di medaglia olimpica
Ангилал:Данийн олимпийн медальтнууд	Categoria:Danesi vincitori di medaglia olimpica
Ангилал:Зүүн Германы олимпийн медальтнууд	Categoria:Tedeschi orientali vincitori di medaglia olimpica
Ангилал:Египетийн олимпийн медальтнууд	Categoria:Egiziani vincitori di medaglia olimpica
Ангилал:Эстоны олимпийн медальтнууд	Categoria:Estoni vincitori di medaglia olimpica
Ангилал:Финландын олимпийн медальтнууд	Categoria:Finlandesi vincitori di medaglia olimpica
Ангилал:Унгарын олимпийн медальтнууд	Categoria:Ungheresi vincitori di medaglia olimpica
Ангилал:Японы олимпийн медальтнууд	Categoria:Giapponesi vincitori di medaglia olimpica
Ангилал:Литвын олимпийн медальтнууд	Categoria:Lituani vincitori di medaglia olimpica
Ангилал:Сент-Киттс ба Невис	Categoria:Saint Kitts e Nevis
Ангилал:Мароккогийн олимпийн медальтнууд	Categoria:Marocchini vincitori di medaglia olimpica
Ангилал:Шинэ Зеландын олимпийн медальтнууд	Categoria:Neozelandesi vincitori di medaglia olimpica
Ангилал:Хойд Солонгосын олимпийн медальтнууд	Categoria:Nordcoreani vincitori di medaglia olimpica
Ангилал:Польшийн олимпийн медальтнууд	Categoria:Polacchi vincitori di medaglia olimpica
Ангилал:Оросын олимпийн медальтнууд	Categoria:Russi vincitori di medaglia olimpica
Ангилал:Словенийн олимпийн медальтнууд	Categoria:Sloveni vincitori di medaglia olimpica
Ангилал:Испанийн олимпийн медальтнууд	Categoria:Spagnoli vincitori di medaglia olimpica
Ангилал:Туркийн олимпийн медальтнууд	Categoria:Turchi vincitori di medaglia olimpica
Ангилал:Узбекийн олимпийн медальтан	Categoria:Uzbeki vincitori di medaglia olimpica
Ангилал:Югославын олимпийн медальтнууд	Categoria:Jugoslavi vincitori di medaglia olimpica
Ангилал:Чехийн олимпийн медальтнууд	Categoria:Cechi vincitori di medaglia olimpica
Ангилал:ТУХН-ийн олимпийн медальтнууд	Categoria:Squadra Unificata - vincitori di medaglia olimpica
Ангилал:Австрийн олимпийн мөнгөн медальтнууд	Categoria:Austriaci vincitori di medaglia d'argento olimpica
Ангилал:Бохемийн олимпийн мөнгөн медальтнууд	Categoria:Boemi vincitori di medaglia d'argento olimpica
Ангилал:Бразилын олимпийн мөнгөн медальтнууд	Categoria:Brasiliani vincitori di medaglia d'argento olimpica
Ангилал:Колумбын олимпийн мөнгөн медальтнууд	Categoria:Colombiani vincitori di medaglia d'argento olimpica
Ангилал:Кубын олимпийн мөнгөн медальтнууд	Categoria:Cubani vincitori di medaglia d'argento olimpica
Ангилал:Зүүн Германы олимпийн мөнгөн медальтнууд	Categoria:Tedeschi orientali vincitori di medaglia d'argento olimpica
Ангилал:Египетийн олимпийн мөнгөн медальтнууд	Categoria:Egiziani vincitori di medaglia d'argento olimpica
Ангилал:Этиопын олимпийн мөнгөн медальтнууд	Categoria:Etiopi vincitori di medaglia d'argento olimpica
Ангилал:Финландын олимпийн мөнгөн медальтнууд	Categoria:Finlandesi vincitori di medaglia d'argento olimpica
Ангилал:Францын олимпийн мөнгөн медальтнууд	Categoria:Francesi vincitori di medaglia d'argento olimpica
Ангилал:Германы олимпийн мөнгөн медальтнууд	Categoria:Tedeschi vincitori di medaglia d'argento olimpica
Ангилал:Индонезийн олимпийн мөнгөн медальтнууд	Categoria:Indonesiani vincitori di medaglia d'argento olimpica
Ангилал:Италийн олимпийн мөнгөн медальтнууд	Categoria:Italiani vincitori di medaglia d'argento olimpica
Ангилал:Ямайкын олимпийн мөнгөн медальтнууд	Categoria:Giamaicani vincitori di medaglia d'argento olimpica
Ангилал:Японы олимпийн мөнгөн медальтнууд	Categoria:Giapponesi vincitori di medaglia d'argento olimpica
Ангилал:Казахстаны олимпийн мөнгөн медальтнууд	Categoria:Kazaki vincitori di medaglia d'argento olimpica
Ангилал:Кенийн олимпийн мөнгөн медальтнууд	Categoria:Kenioti vincitori di medaglia d'argento olimpica
Ангилал:Мароккогийн олимпийн мөнгөн медальтнууд	Categoria:Marocchini vincitori di medaglia d'argento olimpica
Ангилал:Нигеригийн олимпийн мөнгөн медальтнууд	Categoria:Nigeriani vincitori di medaglia d'argento olimpica
Ангилал:Румыны олимпийн мөнгөн медальтнууд	Categoria:Rumeni vincitori di medaglia d'argento olimpica
Ангилал:Испанийн олимпийн мөнгөн медальтнууд	Categoria:Spagnoli vincitori di medaglia d'argento olimpica
Ангилал:Швейцарийн олимпийн мөнгөн медальтнууд	Categoria:Svizzeri vincitori di medaglia d'argento olimpica
Ангилал:Танзанийн олимпийн мөнгөн медальтнууд	Categoria:Tanzaniani vincitori di medaglia d'argento olimpica
Ангилал:Югославын олимпийн мөнгөн медальтнууд	Categoria:Jugoslavi vincitori di medaglia d'argento olimpica
Ангилал:Чехийн олимпийн мөнгөн медальтнууд	Categoria:Cechi vincitori di medaglia d'argento olimpica
Ангилал:Нидерландын олимпийн мөнгөн медальтнууд	Categoria:Olandesi vincitori di medaglia d'argento olimpica
Ангилал:ЗХУ-ын олимпийн мөнгөн медальтнууд	Categoria:Sovietici vincitori di medaglia d'argento olimpica
Ангилал:Самоагийн тамирчид	Categoria:Sportivi samoani
Ангилал:Шотландын биологичид	Categoria:Biologi scozzesi
Ангилал:Сербийн волейболчид	Categoria:Pallavolisti serbi
Загвар:MNG	Template:MNG
Ангилал:Хөвчтөнүүд	Categoria:Cordati
Ангилал:Шинто шашин	Categoria:Shintoismo
Ангилал:Шымкент	Categoria:Šymkent
Ангилал:Житомир муж	Categoria:Oblast' di Žytomyr
Ангилал:Торгоны зам	Categoria:Via della seta
Ангилал:Цанын харайлтын тамирчид	Categoria:Saltatori con gli sci
Ангилал:Цаначид	Categoria:Sciatori
Ангилал:Дэлхийн нэгдүгээр дайнд оролцогчид	Categoria:Personalità della prima guerra mondiale
Ангилал:Перугийн тамирчид	Categoria:Sportivi peruviani
Ангилал:Петрологи	Categoria:Petrologia
Загвар:BEL	Template:BEL
Ангилал:ЗХУ-ын уран гулгагчид	Categoria:Pattinatori di figura sovietici
