Afríka	Africa
Flokkur:Vatnafræði	Categoria:Idrologia
Flokkur:Fólk fætt árið 45	Categoria:Nati nel 45
Flokkur:Þyrnililjuætt	Categoria:Agavaceae
Flokkur:Fólk fætt árið 50	Categoria:Nati nel 50
Flokkur:1456	Categoria:Eventi del 1456
Flokkur:Fólk fætt árið 51	Categoria:Nati nel 51
Flokkur:Fólk fætt árið 53	Categoria:Nati nel 53
Flokkur:Fólk dáið árið 65	Categoria:Morti nel 65
Flokkur:Fólk dáið árið 67	Categoria:Morti nel 67
Flokkur:Fólk dáið árið 69	Categoria:Morti nel 69
Flokkur:Fólk dáið árið 76	Categoria:Morti nel 76
Flokkur:Fólk fætt árið 86	Categoria:Nati nell'86
Flokkur:Fólk dáið árið 96	Categoria:Morti nel 96
Flokkur:Fólk dáið árið 115	Categoria:Morti nel 115
Flokkur:Fólk dáið árið 117	Categoria:Morti nel 117
Flokkur:Fólk fætt árið 121	Categoria:Nati nel 121
Flokkur:Fólk dáið árið 127	Categoria:Morti nel 127
Flokkur:Fólk fætt árið 130	Categoria:Nati nel 130
Flokkur:Fólk dáið árið 138	Categoria:Morti nel 138
Flokkur:Kákasísk tungumál	Categoria:Lingue caucasiche
Flokkur:Fólk fætt árið 146	Categoria:Nati nel 146
Flokkur:Fólk fætt árið 1588	Categoria:Nati nel 1588
Flokkur:Fólk dáið árið 1679	Categoria:Morti nel 1679
Flokkur:Fólk dáið árið 161	Categoria:Morti nel 161
Flokkur:Fólk dáið árið 1768	Categoria:Morti nel 1768
Flokkur:Fólk dáið árið 1682	Categoria:Morti nel 1682
Flokkur:Fólk fætt árið 1604	Categoria:Nati nel 1604
Snið:Hkex	Template:Borsa di Hong Kong
Flokkur:1604	Categoria:Eventi del 1604
Flokkur:Fólk fætt árið 1000	Categoria:Nati nel 1000
Flokkur:Fólk dáið árið 169	Categoria:Morti nel 169
Flokkur:Fólk dáið árið 180	Categoria:Morti nel 180
Blokk	Blocco
Flokkur:Fólk fætt árið 189	Categoria:Nati nel 189
Flokkur:Fólk dáið árið 192	Categoria:Morti nel 192
Flokkur:Rándýr	Categoria:Carnivori
Ganga	Deambulazione
Flokkur:Fólk fætt árið 203	Categoria:Nati nel 203
Flokkur:Fólk fætt árið 205	Categoria:Nati nel 205
Flokkur:Fólk fætt árið 208	Categoria:Nati nel 208
Flokkur:Fólk dáið árið 211	Categoria:Morti nel 211
Flokkur:Fólk dáið árið 217	Categoria:Morti nel 217
Flokkur:Fólk dáið árið 218	Categoria:Morti nel 218
Flokkur:Fólk dáið árið 222	Categoria:Morti nel 222
Flokkur:Fólk fætt árið 232	Categoria:Nati nel 232
Flokkur:Fólk dáið árið 235	Categoria:Morti nel 235
Flokkur:1004	Categoria:Eventi del 1004
Flokkur:Mótmæli	Categoria:Proteste
Flokkur:Fólk fætt árið 256	Categoria:Nati nel 256
Hjálp:Bækur	Aiuto:Libri
Flokkur:Handknattleikur á Íslandi	Categoria:Pallamano in Islanda
Flokkur:Fólk dáið árið 270	Categoria:Morti nel 270
Flokkur:Kirkjur	Categoria:Chiese
Flokkur:SI grunneiningar	Categoria:Unità di misura SI di base
Flokkur:Kórar	Categoria:Cori polifonici
Flokkur:Tyrknesk knattspyrnufélög	Categoria:Società calcistiche turche
Flokkur:Ofnæmi	Categoria:Allergologia
Flokkur:Fólk dáið árið 1375	Categoria:Morti nel 1375
Flokkur:Minni	Categoria:Memoria
Flokkur:Flugvélaíhlutir	Categoria:Componenti aeronautici
Flokkur:Drykkir	Categoria:Bevande
Flokkur:Fólk dáið árið 183 f.Kr.	Categoria:Morti nel 183 a.C.
Flokkur:Fólk dáið árið 1321	Categoria:Morti nel 1321
Flokkur:Danskir stjórnmálamenn	Categoria:Politici danesi
Flokkur:Dýrafræði	Categoria:Zoologia
Flokkur:Fólk dáið árið 336	Categoria:Morti nel 336
Flokkur:Fólk dáið á 11. öld	Categoria:Morti nell'XI secolo
Flokkur:Fólk fætt árið 347	Categoria:Nati nel 347
Flokkur:Fólk fætt árið 370	Categoria:Nati nel 370
Flokkur:Fólk dáið árið 1652	Categoria:Morti nel 1652
Flokkur:Fólk dáið árið 1657	Categoria:Morti nel 1657
Flokkur:Fólk dáið árið 2005	Categoria:Morti nel 2005
Flokkur:Diffurjöfnur	Categoria:Equazioni differenziali
Flokkur:Notandi nn-1	Categoria:Utenti nn-1
Snið:Héruð Malaví	Template:Regioni del Malawi
Flokkur:Fólk dáið árið 395	Categoria:Morti nel 395
Flokkur:Fólk fætt árið 1983	Categoria:Nati nel 1983
Flokkur:Fólk fætt árið 1617	Categoria:Nati nel 1617
Flokkur:Fólk fætt árið 406	Categoria:Nati nel 406
Snið:MSR	Template:MSR
Snið:TON	Template:TON
Flokkur:Fólk fætt árið 412	Categoria:Nati nel 412
Flokkur:Fólk dáið árið 1236	Categoria:Morti nel 1236
Flokkur:Fólk dáið árið 1592	Categoria:Morti nel 1592
Flokkur:Flamenkóhljómsveitir	Categoria:Gruppi musicali flamenco
Flokkur:Fólk dáið árið 432	Categoria:Morti nel 432
Flokkur:La Rioja	Categoria:La Rioja (comunità autonoma)
Flokkur:Hollensk fyrirtæki	Categoria:Aziende olandesi
Flokkur:Hugspeki	Categoria:Filosofica della mente
Flokkur:Fólk dáið árið 1991	Categoria:Morti nel 1991
Flokkur:Fólk dáið árið 1992	Categoria:Morti nel 1992
Flokkur:Fólk dáið árið 524	Categoria:Morti nel 524
Flokkur:Fólk fætt árið 1992	Categoria:Nati nel 1992
Flokkur:Fólk dáið árið 565	Categoria:Morti nel 565
Snið:Útgáfudagur og aldur	Template:Data e tempo
Flokkur:Fólk dáið árið 597	Categoria:Morti nel 597
Flokkur:Fólk dáið árið 1907	Categoria:Morti nel 1907
Flokkur:Fólk fætt árið 1970	Categoria:Nati nel 1970
Flokkur:Fólk dáið árið 1980	Categoria:Morti nel 1980
Flokkur:Fólk dáið árið 2008	Categoria:Morti nel 2008
Flokkur:Fólk dáið árið 1986	Categoria:Morti nel 1986
Flokkur:Fólk dáið árið 1966	Categoria:Morti nel 1966
Flokkur:Fólk dáið árið 1946	Categoria:Morti nel 1946
Flokkur:Fólk dáið árið 1938	Categoria:Morti nel 1938
Flokkur:Fólk fætt árið 1984	Categoria:Nati nel 1984
Flokkur:Fólk dáið árið 1962	Categoria:Morti nel 1962
Flokkur:Fólk dáið árið 1959	Categoria:Morti nel 1959
Flokkur:Fólk dáið árið 1943	Categoria:Morti nel 1943
Flokkur:Fólk fætt árið 1990	Categoria:Nati nel 1990
Flokkur:Fólk dáið árið 1934	Categoria:Morti nel 1934
Flokkur:Fólk dáið árið 1949	Categoria:Morti nel 1949
Flokkur:Fólk fætt árið 1974	Categoria:Nati nel 1974
Flokkur:Fólk dáið árið 1947	Categoria:Morti nel 1947
Flokkur:Fólk dáið árið 1911	Categoria:Morti nel 1911
Flokkur:Fólk dáið árið 1903	Categoria:Morti nel 1903
Flokkur:Fólk dáið árið 2007	Categoria:Morti nel 2007
Flokkur:Fólk fætt árið 1965	Categoria:Nati nel 1965
Flokkur:Fólk fætt árið 1940	Categoria:Nati nel 1940
Flokkur:Fólk fætt árið 1898	Categoria:Nati nel 1898
Flokkur:Fólk fætt árið 1863	Categoria:Nati nel 1863
Flokkur:Fólk fætt árið 1867	Categoria:Nati nel 1867
Flokkur:Fólk fætt árið 1871	Categoria:Nati nel 1871
Flokkur:Fólk fætt árið 1862	Categoria:Nati nel 1862
Flokkur:Fólk fætt árið 1977	Categoria:Nati nel 1977
Flokkur:1845	Categoria:Eventi del 1845
Flokkur:Fólk fætt árið 1899	Categoria:Nati nel 1899
Flokkur:1844	Categoria:Eventi del 1844
Flokkur:Oklahoma	Categoria:Oklahoma
Flokkur:Fólk fætt árið 1931	Categoria:Nati nel 1931
Flokkur:Fólk fætt árið 1915	Categoria:Nati nel 1915
Flokkur:Fólk fætt árið 1929	Categoria:Nati nel 1929
Flokkur:Bandarískir stjórnleysingjar	Categoria:Anarchici statunitensi
Flokkur:Efnatengi	Categoria:Legame chimico
Flokkur:672	Categoria:Eventi del 672
Flokkur:Fólk fætt árið 672	Categoria:Nati nel 672
Flokkur:Atómfræði	Categoria:Fisica atomica
Flokkur:Fólk fætt árið 712	Categoria:Nati nel 712
Flokkur:Fólk dáið árið 735	Categoria:Morti nel 735
Flokkur:Fólk dáið árið 741	Categoria:Morti nel 741
Flokkur:Fólk dáið árið 769	Categoria:Morti nel 769
Flokkur:Fólk dáið árið 770	Categoria:Morti nel 770
Flokkur:Tónlistarmenn frá Jamaíka	Categoria:Musicisti giamaicani
Flokkur:Úttaugakerfið	Categoria:Sistema nervoso periferico
Flokkur:Fólk dáið árið 1363	Categoria:Morti nel 1363
Flokkur:Körfublómaætt	Categoria:Asteraceae
Snið:Eurovision	Template:Anni Eurovision Song Contest
Flokkur:Fólk dáið árið 796	Categoria:Morti nel 796
Flokkur:Fólk fætt árið 801	Categoria:Nati nell'801
Flokkur:Víðisætt	Categoria:Salicaceae
Flokkur:Fólk fætt árið 1954	Categoria:Nati nel 1954
Flokkur:Fólk fætt árið 820	Categoria:Nati nell'820
Flokkur:Fólk fætt árið 839	Categoria:Nati nell'839
Flokkur:Fólk dáið árið 865	Categoria:Morti nell'865
Flokkur:Verðlaun	Categoria:Premi
Flokkur:Tákn	Categoria:Simboli
Flokkur:Alþjóðleg íþróttasambönd	Categoria:Federazioni sportive internazionali
Flokkur:Kvikmyndir frumsýndar 1955	Categoria:Film del 1955
Flokkur:Kvikmyndir frumsýndar 1961	Categoria:Film del 1961
Flokkur:Félagsvísindi	Categoria:Scienze sociali
Flokkur:Hvíta-Rússland	Categoria:Bielorussia
Flokkur:Alberta	Categoria:Alberta
Flokkur:Breska Kólumbía	Categoria:Columbia Britannica
Flokkur:Massachusetts	Categoria:Massachusetts
Flokkur:Fólk fætt árið 1960	Categoria:Nati nel 1960
Flokkur:Fólk fætt árið 912	Categoria:Nati nel 912
Flokkur:Inuítar	Categoria:Inuit
Flokkur:Fólk dáið árið 918	Categoria:Morti nel 918
Flokkur:Fólk fætt árið 920	Categoria:Nati nel 920
Flokkur:Fólk fætt árið 933	Categoria:Nati nel 933
Flokkur:Fólk dáið árið 937	Categoria:Morti nel 937
Flokkur:Fólk dáið árið 942	Categoria:Morti nel 942
Flokkur:Fólk fætt árið 961	Categoria:Nati nel 961
Flokkur:Fólk fætt árið 963	Categoria:Nati nel 963
Flokkur:Fólk fætt árið 970	Categoria:Nati nel 970
Flokkur:Fólk fætt árið 973	Categoria:Nati nel 973
Flokkur:Fólk dáið árið 973	Categoria:Morti nel 973
Flokkur:Fólk fætt árið 989	Categoria:Nati nel 989
Flokkur:Fólk fætt árið 994	Categoria:Nati nel 994
Flokkur:Fólk fætt árið 995	Categoria:Nati nel 995
Flokkur:Fólk dáið árið 995	Categoria:Morti nel 995
Flokkur:Fólk fætt árið 996	Categoria:Nati nel 996
Flokkur:Fólk dáið árið 1000	Categoria:Morti nel 1000
Flokkur:Fólk fætt árið 1003	Categoria:Nati nel 1003
Flokkur:Fólk fætt árið 1004	Categoria:Nati nel 1004
Flokkur:Fólk fætt árið 1006	Categoria:Nati nel 1006
Flokkur:Fólk fætt árið 1008	Categoria:Nati nel 1008
Flokkur:1014	Categoria:Eventi del 1014
Flokkur:Fólk dáið árið 1014	Categoria:Morti nel 1014
Flokkur:Fólk fætt árið 1015	Categoria:Nati nel 1015
Flokkur:1016	Categoria:Eventi del 1016
Flokkur:Fólk fætt árið 1016	Categoria:Nati nel 1016
Flokkur:Fólk dáið árið 1016	Categoria:Morti nel 1016
Flokkur:Kanadískir söngvarar	Categoria:Cantanti canadesi
Flokkur:1018	Categoria:Eventi del 1018
Flokkur:Fólk fætt árið 1018	Categoria:Nati nel 1018
Flokkur:Fólk fætt árið 1019	Categoria:Nati nel 1019
Flokkur:Fólk fætt árið 1024	Categoria:Nati nel 1024
Flokkur:Fólk fætt árið 1025	Categoria:Nati nel 1025
Flokkur:1026	Categoria:Eventi del 1026
Flokkur:Fólk dáið árið 1026	Categoria:Morti nel 1026
Flokkur:Fólk dáið árið 1027	Categoria:Morti nel 1027
Flokkur:Fólk fætt árið 1028	Categoria:Nati nel 1028
Flokkur:Fólk dáið árið 1036	Categoria:Morti nel 1036
Flokkur:Fólk dáið árið 1040	Categoria:Morti nel 1040
Flokkur:1041	Categoria:Eventi del 1041
Flokkur:1042	Categoria:Eventi del 1042
Flokkur:Fólk dáið árið 1042	Categoria:Morti nel 1042
Flokkur:Fólk fætt árið 1044	Categoria:Nati nel 1044
Flokkur:Fólk fætt árið 1046	Categoria:Nati nel 1046
Flokkur:1048	Categoria:Eventi del 1048
Flokkur:Fólk fætt árið 1050	Categoria:Nati nel 1050
Flokkur:Forsetar Úrúgvæ	Categoria:Presidenti dell'Uruguay
Flokkur:Fólk fætt árið 1052	Categoria:Nati nel 1052
Flokkur:1053	Categoria:Eventi del 1053
Flokkur:Fólk dáið árið 1053	Categoria:Morti nel 1053
Snið:MCO	Template:MCO
Flokkur:1054	Categoria:Eventi del 1054
Flokkur:Fjöll í Argentínu	Categoria:Montagne dell'Argentina
Flokkur:Fólk fætt árið 1055	Categoria:Nati nel 1055
Flokkur:Fjöll í Marokkó	Categoria:Montagne del Marocco
Flokkur:Fólk fætt árið 1056	Categoria:Nati nel 1056
Flokkur:Fólk dáið árið 1057	Categoria:Morti nel 1057
Flokkur:Fólk dáið árið 1060	Categoria:Morti nel 1060
Flokkur:Fólk fætt árið 1064	Categoria:Nati nel 1064
Flokkur:Fólk dáið árið 1067	Categoria:Morti nel 1067
Flokkur:1071	Categoria:Eventi del 1071
Flokkur:Fólk fætt árið 1073	Categoria:Nati nel 1073
Flokkur:Fólk dáið árið 1074	Categoria:Morti nel 1074
Flokkur:Fólk dáið árið 1075	Categoria:Morti nel 1075
Flokkur:1077	Categoria:Eventi del 1077
Flokkur:1078	Categoria:Eventi del 1078
Flokkur:Fólk fætt árið 1080	Categoria:Nati nel 1080
Flokkur:1081	Categoria:Eventi del 1081
Flokkur:Fólk fætt árið 1083	Categoria:Nati nel 1083
Flokkur:1084	Categoria:Eventi del 1084
Flokkur:Fólk fætt árið 1086	Categoria:Nati nel 1086
Flokkur:Fólk dáið árið 1086	Categoria:Morti nel 1086
Flokkur:Fólk dáið árið 1087	Categoria:Morti nel 1087
Flokkur:Fólk fætt árið 1088	Categoria:Nati nel 1088
Flokkur:Fólk fætt árið 1090	Categoria:Nati nel 1090
Flokkur:1091	Categoria:Eventi del 1091
Flokkur:Fólk fætt árið 1092	Categoria:Nati nel 1092
Flokkur:Fólk fætt árið 1093	Categoria:Nati nel 1093
Flokkur:Fólk dáið árið 1095	Categoria:Morti nel 1095
Flokkur:1096	Categoria:Eventi del 1096
Flokkur:Fólk fætt árið 1096	Categoria:Nati nel 1096
Flokkur:1097	Categoria:Eventi del 1097
Flokkur:Fólk fætt árið 1098	Categoria:Nati nel 1098
Flokkur:Fólk fætt árið 1099	Categoria:Nati nel 1099
Flokkur:1100	Categoria:Eventi del 1100
Flokkur:Fólk fætt árið 1100	Categoria:Nati nel 1100
Flokkur:Fólk dáið árið 1100	Categoria:Morti nel 1100
Flokkur:Fólk fætt árið 1102	Categoria:Nati nel 1102
Flokkur:Fólk dáið árið 1103	Categoria:Morti nel 1103
Flokkur:1104	Categoria:Eventi del 1104
Flokkur:1105	Categoria:Eventi del 1105
Flokkur:Fólk fætt árið 1105	Categoria:Nati nel 1105
Flokkur:Bandarískir þjóðgarðar	Categoria:Parchi nazionali degli Stati Uniti d'America
Flokkur:Fólk dáið árið 1107	Categoria:Morti nel 1107
Flokkur:Fólk dáið árið 1108	Categoria:Morti nel 1108
Flokkur:Fólk fætt árið 1113	Categoria:Nati nel 1113
Flokkur:Fólk dáið árið 1114	Categoria:Morti nel 1114
Flokkur:Fólk fætt árið 1115	Categoria:Nati nel 1115
Flokkur:Fólk dáið árið 1115	Categoria:Morti nel 1115
Flokkur:Fólk dáið árið 1116	Categoria:Morti nel 1116
Flokkur:Fólk dáið árið 1117	Categoria:Morti nel 1117
Flokkur:1119	Categoria:Eventi del 1119
Flokkur:Fólk fætt árið 1120	Categoria:Nati nel 1120
Flokkur:Fólk dáið árið 1121	Categoria:Morti nel 1121
Flokkur:Fólk fætt árið 1122	Categoria:Nati nel 1122
Flokkur:1124	Categoria:Eventi del 1124
Flokkur:Fólk fætt árið 1124	Categoria:Nati nel 1124
Flokkur:1125	Categoria:Eventi del 1125
Flokkur:Fólk fætt árið 1126	Categoria:Nati nel 1126
Flokkur:Tungumál í Asíu	Categoria:Lingue dell'Asia
Flokkur:Fólk fætt árið 1129	Categoria:Nati nel 1129
Flokkur:Fólk fætt árið 1130	Categoria:Nati nel 1130
Flokkur:Fólk dáið árið 1130	Categoria:Morti nel 1130
Flokkur:Fólk fætt árið 1131	Categoria:Nati nel 1131
Flokkur:Fólk fætt árið 1133	Categoria:Nati nel 1133
Flokkur:Fólk dáið árið 1133	Categoria:Morti nel 1133
Flokkur:Fólk dáið árið 1134	Categoria:Morti nel 1134
Flokkur:Fólk dáið árið 1830	Categoria:Morti nel 1830
Flokkur:Fólk fætt árið 1135	Categoria:Nati nel 1135
Flokkur:Fólk dáið árið 1135	Categoria:Morti nel 1135
Flokkur:Fólk dáið árið 1136	Categoria:Morti nel 1136
Flokkur:Fólk fætt árið 1137	Categoria:Nati nel 1137
Flokkur:Fólk dáið árið 1137	Categoria:Morti nel 1137
Flokkur:Fólk dáið árið 1138	Categoria:Morti nel 1138
Flokkur:Fólk dáið árið 1139	Categoria:Morti nel 1139
Flokkur:Fólk fætt árið 1140	Categoria:Nati nel 1140
Flokkur:Austur-Evrópa	Categoria:Europa orientale
Flokkur:Fólk fætt árið 1143	Categoria:Nati nel 1143
Flokkur:1144	Categoria:Eventi del 1144
Flokkur:Fólk dáið árið 1145	Categoria:Morti nel 1145
Flokkur:Fólk dáið árið 1146	Categoria:Morti nel 1146
Flokkur:1147	Categoria:Eventi del 1147
Flokkur:Fólk fætt árið 1147	Categoria:Nati nel 1147
Flokkur:Fólk dáið árið 1148	Categoria:Morti nel 1148
Flokkur:Nýfundnaland og Labrador	Categoria:Terranova e Labrador
Flokkur:Kvikmyndir frumsýndar 1937	Categoria:Film del 1937
Flokkur:Fólk dáið árið 1149	Categoria:Morti nel 1149
Flokkur:Fólk fætt árið 1151	Categoria:Nati nel 1151
Flokkur:Fólk dáið árið 1151	Categoria:Morti nel 1151
Flokkur:Fólk dáið árið 1152	Categoria:Morti nel 1152
Flokkur:Fólk dáið árið 1153	Categoria:Morti nel 1153
Flokkur:Fólk dáið árið 1993	Categoria:Morti nel 1993
Flokkur:Fólk fætt árið 1154	Categoria:Nati nel 1154
Flokkur:Fólk dáið árið 1154	Categoria:Morti nel 1154
Flokkur:Fólk fætt árið 1155	Categoria:Nati nel 1155
Flokkur:Fólk dáið árið 1155	Categoria:Morti nel 1155
Flokkur:Fólk fætt árið 1156	Categoria:Nati nel 1156
Flokkur:1157	Categoria:Eventi del 1157
Flokkur:Fólk dáið árið 1157	Categoria:Morti nel 1157
Flokkur:Fólk fætt árið 1158	Categoria:Nati nel 1158
Flokkur:Fólk dáið árið 1159	Categoria:Morti nel 1159
Flokkur:Afríkulönd	Categoria:Stati dell'Africa
Flokkur:Fólk dáið árið 1998	Categoria:Morti nel 1998
Flokkur:Fólk fætt árið 1160	Categoria:Nati nel 1160
Flokkur:Fólk dáið árið 1160	Categoria:Morti nel 1160
Flokkur:Fólk dáið árið 1161	Categoria:Morti nel 1161
Flokkur:Fólk dáið árið 1162	Categoria:Morti nel 1162
Flokkur:1163	Categoria:Eventi del 1163
Flokkur:Fólk fætt árið 1163	Categoria:Nati nel 1163
Flokkur:Fólk dáið árið 1163	Categoria:Morti nel 1163
Flokkur:1164	Categoria:Eventi del 1164
Flokkur:Fólk fætt árið 1164	Categoria:Nati nel 1164
Flokkur:Fólk fætt árið 1165	Categoria:Nati nel 1165
Flokkur:Fólk fætt árið 1167	Categoria:Nati nel 1167
Flokkur:Fólk dáið árið 1167	Categoria:Morti nel 1167
Flokkur:Fólk fætt árið 1170	Categoria:Nati nel 1170
Flokkur:Fólk dáið árið 1170	Categoria:Morti nel 1170
Flokkur:Fólk fætt árið 1171	Categoria:Nati nel 1171
Flokkur:Fólk fætt árið 1175	Categoria:Nati nel 1175
Flokkur:1176	Categoria:Eventi del 1176
Flokkur:Ítalskir dýrlingar	Categoria:Santi italiani
Flokkur:Fólk dáið árið 1176	Categoria:Morti nel 1176
Flokkur:1177	Categoria:Eventi del 1177
Flokkur:Fólk fætt árið 1178	Categoria:Nati nel 1178
Flokkur:Fólk fætt árið 1180	Categoria:Nati nel 1180
Flokkur:Fólk fætt árið 1181	Categoria:Nati nel 1181
Flokkur:Fólk dáið árið 1181	Categoria:Morti nel 1181
Flokkur:Fólk fætt árið 1182	Categoria:Nati nel 1182
Flokkur:1183	Categoria:Eventi del 1183
Flokkur:Fólk dáið árið 1184	Categoria:Morti nel 1184
Flokkur:Rúm	Categoria:Letto
Flokkur:Fólk fætt árið 1185	Categoria:Nati nel 1185
Flokkur:Fólk dáið árið 1185	Categoria:Morti nel 1185
Flokkur:Fólk dáið árið 1186	Categoria:Morti nel 1186
Flokkur:Fólk fætt árið 1187	Categoria:Nati nel 1187
Flokkur:Fólk dáið árið 1188	Categoria:Morti nel 1188
Flokkur:Fólk fætt árið 1189	Categoria:Nati nel 1189
Flokkur:Fólk dáið árið 1189	Categoria:Morti nel 1189
Flokkur:Fólk fætt árið 1190	Categoria:Nati nel 1190
Flokkur:1191	Categoria:Eventi del 1191
Flokkur:1192	Categoria:Eventi del 1192
Flokkur:Útgáfa	Categoria:Editoria
Flokkur:Fólk dáið árið 1193	Categoria:Morti nel 1193
Flokkur:Fólk fætt árið 1196	Categoria:Nati nel 1196
Flokkur:Fólk dáið árið 1197	Categoria:Morti nel 1197
Flokkur:Fólk dáið árið 1198	Categoria:Morti nel 1198
Flokkur:Fólk fætt árið 1199	Categoria:Nati nel 1199
Flokkur:Fólk dáið árið 1200	Categoria:Morti nel 1200
Flokkur:Fólk fætt árið 1201	Categoria:Nati nel 1201
Flokkur:Fólk dáið árið 1201	Categoria:Morti nel 1201
Flokkur:1203	Categoria:Eventi del 1203
Flokkur:Fólk fætt árið 1203	Categoria:Nati nel 1203
Flokkur:Fólk dáið árið 1203	Categoria:Morti nel 1203
Flokkur:Fólk fætt árið 1204	Categoria:Nati nel 1204
Flokkur:Fólk dáið árið 1204	Categoria:Morti nel 1204
Flokkur:Fólk fætt árið 1205	Categoria:Nati nel 1205
Flokkur:Fólk dáið árið 1206	Categoria:Morti nel 1206
Flokkur:Fólk fætt árið 1207	Categoria:Nati nel 1207
Flokkur:1208	Categoria:Eventi del 1208
Flokkur:Fólk fætt árið 1208	Categoria:Nati nel 1208
Flokkur:Fólk dáið árið 1208	Categoria:Morti nel 1208
Flokkur:Fólk dáið árið 1209	Categoria:Morti nel 1209
Flokkur:Fólk fætt árið 1210	Categoria:Nati nel 1210
Flokkur:1211	Categoria:Eventi del 1211
Flokkur:1212	Categoria:Eventi del 1212
Flokkur:Fólk dáið árið 1212	Categoria:Morti nel 1212
Flokkur:Fólk fætt árið 1213	Categoria:Nati nel 1213
Flokkur:Fólk dáið árið 1213	Categoria:Morti nel 1213
Snið:Kanada	Template:Canada
Flokkur:Fólk fætt árið 1214	Categoria:Nati nel 1214
Flokkur:Fólk dáið árið 1214	Categoria:Morti nel 1214
Flokkur:Fólk fætt árið 1216	Categoria:Nati nel 1216
Flokkur:Fólk dáið árið 1218	Categoria:Morti nel 1218
Flokkur:Fólk fætt árið 1219	Categoria:Nati nel 1219
Flokkur:Fólk fætt árið 1220	Categoria:Nati nel 1220
Flokkur:Fólk dáið árið 1220	Categoria:Morti nel 1220
Metal Gear Solid	Metal Gear Solid
Flokkur:Fólk fætt árið 1221	Categoria:Nati nel 1221
Flokkur:Fólk dáið árið 1222	Categoria:Morti nel 1222
Flokkur:Fólk fætt árið 1225	Categoria:Nati nel 1225
Flokkur:Fólk dáið árið 1226	Categoria:Morti nel 1226
Flokkur:1227	Categoria:Eventi del 1227
Flokkur:Fólk dáið árið 1227	Categoria:Morti nel 1227
Flokkur:1229	Categoria:Eventi del 1229
Flokkur:Fólk dáið árið 1229	Categoria:Morti nel 1229
Flokkur:Fólk fætt árið 1230	Categoria:Nati nel 1230
Flokkur:Fólk fætt árið 1951	Categoria:Nati nel 1951
Flokkur:1231	Categoria:Eventi del 1231
Flokkur:Fólk dáið árið 1231	Categoria:Morti nel 1231
